"APC" "KRAS" "TP53" "PIK3CA" "Exist"
"328" 0.0284222737819025 0.00290023201856149 0.00638051044083526 0.0127610208816705 1
"329" 0 0 0 0 0
"330" 0.0921052631578946 0 0.00350877192982456 0.0184210526315789 1
"331" 0 0 0 0 0
"332" 0 0 0 0 0
"333" 0.0150115473441108 0.00808314087759815 0 0.0196304849884527 1
"334" 0 0 0 0 0
"335" 0 0 0 0 0
"336" 0 0 0 0 0
"337" 0 0 0 0 1
"338" 0.0492831541218638 0.000896057347670251 0.00627240143369175 0.0188172043010753 1
"339" 0 0 0 0 0
"340" 0.145833333333333 0 0 0.166666666666667 1
"341" 0.0425925925925926 0 0.00308641975308642 0.0154320987654321 1
"342" 0.120135363790186 0 0.0152284263959391 0.0549915397631134 1
"343" 0.0496083550913838 0.00195822454308094 0.0215404699738903 0.0189295039164491 1
"344" 0.100954979536153 0.000682128240109141 0.0102319236016371 0.0361527967257844 1
"345" 0.204761904761905 0 0.0126984126984127 0.0285714285714285 1
"346" 0.0712270803949224 0.000705218617771509 0.0218617771509168 0.0303244005641749 1
"347" 0 0 0 0 0
"348" 0.0540069686411149 0.00348432055749129 0 0.0644599303135888 1
"349" 0 0 0 0 0
"350" 0 0 0 0 0
"351" 0 0 0 0 0
"352" 0.0263157894736842 0 0.0701754385964912 0.0087719298245614 1
"353" 0 0 0 0 0
"354" 0.107142857142857 0 0 0.0612244897959184 1
"355" 0 0 0 0 0
"356" 0 0 0 0 0
"357" 0.045662100456621 0.000570776255707763 0.00285388127853881 0.00399543378995434 1
"358" 0 0 0 0 0
"359" 0.0393794749403341 0.00477326968973747 0.00417661097852029 0.00656324582338902 1
"360" 0 0 0 0 1
"361" 0 0 0 0 0
"362" 0.0411547911547912 0 0.0122850122850123 0.00737100737100737 1
"363" 0 0 0 0 0
"364" 0.0765845070422535 0.0272887323943662 0.00440140845070423 0.00792253521126761 1
"365" 0.138316151202749 0.00257731958762886 0.0111683848797251 0.0240549828178694 1
"366" 0.0533249686323714 0.00125470514429109 0.00313676286072773 0.034504391468005 1
"367" 0.0830903790087464 0 0 0.0583090379008747 1
"368" 0 0 0 0 0
"369" 0.0333333333333333 0 0 0 1
"370" 0 0 0 0 0
"371" 0 0 0 0 0
"372" 0 0 0 0 0
"373" 0 0 0 0 0
"374" 0 0 0 0 0
"375" 0.1421875 0 0 0.0375 1
"376" 0 0 0 0 0
"377" 0 0 0 0 0
"378" 0.137987012987013 0 0.0194805194805195 0.0227272727272728 1
"379" 0.147912885662432 0.00816696914700546 0.0235934664246824 0.0490018148820328 1
"380" 0 0 0 0 0
"381" 0 0 0 0 0
"382" 0.0251116071428572 0 0.00669642857142857 0.00558035714285714 1
"383" 0 0 0 0 0
"384" 0 0 0 0 0
"385" 0.0836267605633803 0.0132042253521127 0.00176056338028169 0.0519366197183098 1
"386" 0 0 0 0 0
"387" 0.0454545454545454 0.0198863636363637 0.00568181818181818 0.0340909090909092 1
"388" 0 0 0 0 0
"389" 0 0 0 0 0
"390" 0 0 0 0 0
"391" 0 0 0 0 0
"392" 0 0 0 0 0
"393" 0 0 0 0 0
"394" 0.111111111111111 0 0 0.0555555555555556 1
"395" 0.0368705035971223 0.000899280575539568 0.00539568345323741 0.00809352517985612 1
"396" 0.0284916201117318 0.00111731843575419 0.00558659217877095 0.0106145251396648 1
"397" 0.0770676691729323 0.012218045112782 0.0018796992481203 0.0479323308270677 1
"398" 0.118374558303887 0 0 0.0494699646643109 1
"399" 0 0 0 0 0
"400" 0 0 0 0 0
"401" 0.0886956521739132 0.00782608695652174 0 0.0139130434782609 1
"402" 0 0 0 0 0
"403" 0 0 0 0 0
"404" 0 0 0 0 1
"405" 0 0 0 0 1
"406" 0 0 0 0 0
"407" 0.0755584756898817 0.00394218134034166 0.00591327201051249 0.0387647831800263 1
"408" 0 0 0 0 0
"409" 0.145161290322581 0.00733137829912024 0 0.0777126099706744 1
"410" 0 0 0 0 0
"411" 0.0248756218905473 0.00248756218905473 0.00414593698175787 0.033167495854063 1
"412" 0 0 0 0 0
"413" 0 0 0 0 0
"414" 0.0678670360110803 0.00277008310249307 0.000692520775623269 0.0124653739612188 1
"415" 0.183279742765273 0 0.0289389067524116 0.00160771704180064 1
"416" 0.0772495755517827 0.00169779286926995 0.0161290322580645 0.0161290322580645 1
"417" 0.0651881720430108 0.0154569892473118 0 0.010752688172043 1
"418" 0.0747663551401869 0 0.00373831775700934 0.00467289719626168 1
"419" 0 0 0 0 0
"420" 0 0 0 0 0
"421" 0.0673652694610778 0 0 0.0613772455089821 1
"422" 0.056047197640118 0.00294985250737464 0 0.0766961651917405 1
"423" 0 0 0 0 0
"424" 0.182926829268293 0 0 0.0411585365853659 1
"425" 0 0 0 0 0
"426" 0.0275280898876405 0 0.00224719101123596 0.0151685393258427 1
"427" 0 0 0 0 0
"428" 0.122058823529412 0 0 0.0102941176470588 1
"429" 0.0403225806451613 0 0 0.032258064516129 1
"430" 0 0 0 0 0
"431" 0.0714285714285715 0 0.00649350649350649 0.051948051948052 1
"432" 0.0434083601286173 0 0 0.127009646302251 1
"433" 0.0633514986376023 0.0163487738419619 0.000681198910081744 0.0170299727520436 1
"434" 0 0 0 0 0
"435" 0 0 0 0 0
"436" 0 0 0 0 0
"437" 0.0614035087719298 0.000548245614035088 0.00877192982456141 0.0296052631578948 1
"438" 0 0 0 0 0
"439" 0 0 0 0 0
"440" 0 0 0 0 0
"441" 0 0 0 0 0
"442" 0 0 0 0.03125 1
"443" 0.059322033898305 0 0 0 1
"444" 0.0366492146596859 0 0.0170157068062827 0.0386125654450262 1
"445" 0 0 0 0 0
"446" 0 0 0 0 0
"447" 0.0451263537906137 0.0180505415162455 0.0505415162454874 0.0442238267148014 1
"448" 0.245484400656814 0 0.0180623973727422 0.0328407224958949 1
"449" 0.0153846153846154 0.00118343195266272 0.00118343195266272 0.00532544378698224 1
"450" 0 0 0 0 0
"451" 0.0393063583815029 0.000578034682080925 0.00462427745664739 0.00751445086705202 1
"452" 0.0797297297297297 0 0.0135135135135135 0.0472972972972973 1
"453" 0.0320427236315086 0.00467289719626168 0.0113484646194927 0.02803738317757 1
"454" 0 0 0 0 0
"455" 0.084628670120898 0 0.0120898100172712 0.0854922279792746 1
"456" 0 0 0 0 0
"457" 0.0738880918220947 0.0107604017216643 0.0114777618364419 0.0222381635581062 1
"458" 0.058282208588957 0.013803680981595 0.00306748466257668 0.0521472392638037 1
"459" 0.0778523489932885 0.010738255033557 0.0261744966442953 0.00604026845637584 1
"460" 0.153481012658228 0 0.0284810126582279 0.0395569620253165 1
"461" 0 0 0 0 0
"462" 0 0 0 0 0
"463" 0.0195530726256983 0 0.0106145251396648 0.00949720670391061 1
"464" 0 0 0 0.1 1
"465" 0.0284883720930233 0 0.00232558139534884 0.0116279069767442 1
"466" 0 0 0 0 0
"467" 0 0 0 0 0
"468" 0.0442359249329759 0 0.00871313672922252 0.0067024128686327 1
"469" 0.0337909186906019 0 0.00686378035902851 0.0116156282998944 1
"470" 0.0482954545454546 0.00923295454545455 0.00497159090909091 0.0319602272727273 1
"471" 0.115079365079365 0 0.00793650793650794 0.0119047619047619 1
"472" 0.0129171151776103 0.000538213132400431 0.00215285252960172 0.00484391819160387 1
"473" 0 0 0 0 0
"474" 0 0 0 0 0
"475" 0 0 0 0 0
"476" 0.0416666666666667 0 0 0.0833333333333333 1
"477" 0 0 0 0 0
"478" 0.0865771812080537 0.00201342281879195 0.00335570469798657 0.0315436241610738 1
"479" 0.143874643874644 0 0.027065527065527 0.0213675213675213 1
"480" 0.0641748942172074 0.0077574047954866 0.0126939351198872 0.0239774330042313 1
"481" 0.110803324099723 0.018005540166205 0.00554016620498615 0.0290858725761773 1
"482" 0.0714285714285714 0 0 0 1
"483" 0 0 0 0 0
"484" 0.0829931972789115 0 0 0.019047619047619 1
"485" 0 0 0 0 0
"486" 0.138801261829653 0 0.0228706624605678 0.0323343848580442 1
"487" 0 0 0 0 0
"488" 0.205128205128205 0.00549450549450549 0.0119047619047619 0.0302197802197803 1
"489" 0.00944669365721998 0 0.00742240215924427 0.0209176788124157 1
"490" 0 0 0 0 0
"491" 0.101010101010101 0 0.0437710437710437 0.0353535353535353 1
"492" 0.0162192393736018 0.00111856823266219 0.00279642058165548 0.00950782997762863 1
"493" 0 0 0 0 0
"494" 0 0 0 0 0
"495" 0.406250000000001 0 0 0.0104166666666667 1
"496" 0.093421052631579 0.00197368421052632 0.00394736842105263 0.0171052631578947 1
"497" 0.213058419243986 0 0.0171821305841924 0.0223367697594502 1
"498" 0.0984042553191489 0.00975177304964539 0.00797872340425532 0.0452127659574468 1
"499" 0 0 0 0 0
"500" 0.165706051873199 0 0.0244956772334294 0.0172910662824208 1
"501" 0.125 0 0 0.166666666666667 1
"502" 0.021505376344086 0.0134408602150538 0.00268817204301075 0.00985663082437275 1
"503" 0.0595567867036011 0 0 0.0090027700831025 1
"504" 0.0501653803748622 0.00275633958103638 0.00275633958103638 0.0231532524807056 1
"505" 0 0 0 0 0
"506" 0.0691868758915834 0.0121255349500713 0.0121255349500713 0.00927246790299571 1
"507" 0.024671052631579 0.000548245614035088 0.00219298245614035 0.012609649122807 1
"508" 0 0 0 0 0
"509" 0.219584569732938 0.00148367952522255 0.0400593471810089 0.0548961424332345 1
"510" 0.0238636363636364 0.000568181818181818 0.00795454545454545 0.00909090909090908 1
"511" 0 0 0 0 0
"512" 0 0 0 0 0
"513" 0 0 0 0 0
"514" 0.0149253731343284 0 0 0 1
"515" 0.0941422594142259 0.0104602510460251 0.00627615062761506 0.0439330543933054 1
"516" 0.0514084507042253 0.00211267605633803 0.00492957746478874 0.0119718309859155 1
"517" 0 0 0 0 0
"518" 0 0 0 0 0
"519" 0.0347380410022779 0.00113895216400911 0.0193621867881549 0.00854214123006833 1
"520" 0 0 0 0 0
"521" 0 0 0 0 0
"522" 0 0 0 0 0
"523" 0.0864312267657992 0.00278810408921933 0.0232342007434943 0.0576208178438662 1
"524" 0.0988372093023256 0 0.0348837209302325 0.0232558139534883 1
"525" 0.0528720626631854 0.0045691906005222 0.00848563968668407 0.0215404699738903 1
"526" 0 0 0 0 0
"527" 0 0 0 0 0
"528" 0.101476014760148 0 0.0166051660516605 0.0387453874538745 1
"529" 0.117117117117117 0 0 0.006006006006006 1
"530" 0 0 0 0 0
"531" 0.5 0 0 0 1
"532" 0 0 0 0 0
"533" 0 0 0 0 0
"534" 0.122448979591837 0 0.000850340136054422 0.0144557823129252 1
"535" 0 0 0 0 0
"536" 0 0 0 0 1
"537" 0.0208333333333333 0 0 0.260416666666667 1
"538" 0.127483443708609 0.076158940397351 0.0198675496688741 0.0413907284768212 1
